Unnamed: 0,review,score,thumbsUpCount,reviewCreatedVersion,replyContent,timeToReply,bert_replyContent_pred
5792,the number of likes for this review is 0. the version of the app is 32.0. that is satisfactory.,4,0,32.0,"it took 0 days 17:07:00 for the developer to reply to a user's review. we appreciate your use of the bankapp app. remember to explore additional features for easier transactions. thanks, arum.",0 days 17:07:00,3.9284472
5793,"the number of likes for this review is 0. the version of the app is 33.0. i visited the closest bank bank, but i still could not withdraw cash without a card.",3,0,33.0,"it took 14 days 08:00:00 for the developer to reply to a user's review. hello bank friend, we apologize for any issues you encountered. to assist further, please share the problem details with us via whatsapp at or email at bankapp.co.id. if bankapp works well for you, we would appreciate a -star rating from sobat bank. thanks~dendi",14 days 08:00:00,2.6270263
5794,the number of likes for this review is 0. the version of the app is 32.0. very helpful,4,0,32.0,"it took 13 days 21:51:00 for the developer to reply to a user's review. hello sobat bank, we appreciate your feedback. please keep boosting your banking activities with the bankapp app. thanks~rida",13 days 21:51:00,4.0109687
5795,the number of likes for this review is 0. the version of the app is 29.0. simplified,4,0,29.0,"it took 0 days 01:10:00 for the developer to reply to a user's review. hello bank friend, we appreciate your feedback. we hope the bankapp app simplifies your transactions. thanks, mia.",0 days 01:10:00,3.9967396
5796,the number of likes for this review is 0. the version of the app is 33.0. sangat membantu dalam keadaan darurat,4,0,33.0,"it took 0 days 15:11:00 for the developer to reply to a user's review. dear bank friend, thank you for the feedback. we hope the bankapp app simplifies your transactions. thanks, arthur.",0 days 15:11:00,4.006139
5797,"the number of likes for this review is 0. the version of the app is 33.0. i updated it, but i'm unable to open it afterward.",2,0,33.0,"it took 0 days 18:22:00 for the developer to reply to a user's review. hello bank friend, we apologize for any difficulties you encountered during the transaction. to address this matter, kindly provide detailed information through whatsapp at or via email at bankapp.co.id. if everything is resolved, we would appreciate a -star rating from you. thanks~diva",0 days 18:22:00,0.06558653
5798,the number of likes for this review is 0. the version of the app is 32.0. excellent.,4,0,32.0,"it took 1 days 00:54:00 for the developer to reply to a user's review. i appreciate your feedback. i hope the bankapp app simplifies your transactions. thanks, chess",1 days 00:54:00,4.007205
5799,the number of likes for this review is 0. the version of the app is 33.0. very good,4,0,33.0,"it took 0 days 06:16:00 for the developer to reply to a user's review. we appreciate you using the bankapp app; be sure to explore other exciting features for smooth transactions. thank you, galih.",0 days 06:16:00,4.0205016
5800,the number of likes for this review is 0. the version of the app is 33.0. mantap,4,0,33.0,"it took 0 days 19:09:00 for the developer to reply to a user's review. we appreciate your use of the bankapp app and encourage you to explore its other convenient transaction features. thanks, mawar.",0 days 19:09:00,4.01132
5801,the number of likes for this review is 0. the version of the app is 33.0. alhamdulillah sudah bisa upgrade 🤩,4,0,33.0,"it took nan for the developer to reply to a user's review. hello friend bank, the lowest required operating system to use bankapp is android . if issues persist, kindly email the specifics of the bankapp application problems to bankapp.co.id. thank you~bevi",,3.7588077
5802,the number of likes for this review is 0. the version of the app is 33.0. top markotop,4,0,33.0,"it took 2 days 19:17:00 for the developer to reply to a user's review. thanks for the feedback. i hope the bankapp app simplifies your transactions. cheers, tika",2 days 19:17:00,3.97189
5803,the number of likes for this review is 0. the version of the app is 32.0. i enjoy bankapp.,4,0,32.0,"it took 12 days 22:06:00 for the developer to reply to a user's review. we appreciate you using the bankapp app and encourage you to try out other exciting features to simplify your transactions. regards, lily",12 days 22:06:00,3.9733193
5804,the number of likes for this review is 0. the version of the app is 33.0. why is it so simple for others to hack into the bankapp application?,0,0,33.0,"it took 0 days 01:12:00 for the developer to reply to a user's review. dear customer, bank bank is committed to protecting your personal information and ensures that it is not disclosed to any third parties. kindly email the specifics of your issue to bankapp.co.id. if you are satisfied with our service, we would appreciate a -star rating from you. thank you, lena.",0 days 01:12:00,0.76959085
5805,the number of likes for this review is 0. the version of the app is 33.0. make payments easier 🙏😊,4,0,33.0,"it took 0 days 17:33:00 for the developer to reply to a user's review. we appreciate you using the bankapp app and encourage you to explore additional features that simplify transactions. thanks, mawar.",0 days 17:33:00,4.006986
5806,"the number of likes for this review is 0. the version of the app is nan. while recording a video, you cannot take photos. what would you like to do?",0,0,,"it took 0 days 01:21:00 for the developer to reply to a user's review. we apologize for any issues encountered. for successful face verification, ensure the video quality is clear, evenly lit, and free from obstructions. perform this process periodically and ensure a stable network connection. if everything goes smoothly, we had appreciate a -star rating. thank you, mia.",0 days 01:21:00,0.090282425
5807,the number of likes for this review is 0. the version of the app is nan. is this unusable? ☹️,0,0,,"it took 0 days 02:32:00 for the developer to reply to a user's review. dear bank user, thank you for your feedback. we would like to inform you that the bankapp app network is functioning normally. please try again at regular intervals, ensuring that your internet connection is stable and that you have the latest version of the bankapp app installed. thanks, galih",0 days 02:32:00,0.6436717
5808,the number of likes for this review is 0. the version of the app is 33.0. mantap,4,0,33.0,"it took 0 days 02:33:00 for the developer to reply to a user's review. hello friend bank, thanks for the feedback. i hope the bankapp app simplifies transactions for you. regards, riyo.",0 days 02:33:00,4.0044694
5809,the number of likes for this review is 0. the version of the app is 32.0. facilitate transactions.,4,0,32.0,"it took 0 days 00:48:00 for the developer to reply to a user's review. we appreciate you using the bankapp app. remember to explore additional features that simplify transactions for bank friends. thanks, una.",0 days 00:48:00,4.007861
5810,the number of likes for this review is 0. the version of the app is 32.0. the application is so bad that it always prompts you to open or close it every time you try to use it.,0,0,32.0,"it took 1 days 00::00 for the developer to reply to a user's review. dear bank friend, we would like to inform you that the bankapp application network is functioning normally. kindly try again at intervals, ensure a stable internet connection, and confirm that you are using the latest version of the bankapp app. if everything works well for you, we would appreciate a -star rating. thank you, belin.",1 days 00::00,0.2008233
