Unnamed: 0,review,score,thumbsUpCount,reviewCreatedVersion,replyContent,timeToReply,bert_review_pred
3934,"the number of likes for this review is 0. the version of the app is 32.0. a program that strains both the mind and body, leading to frustration and strong dislike for it.",0,0,32.0,"it took 0 days 00:37:00 for the developer to reply to a user's review. please accept our apologies for any inconvenience, friend bank. to assist you better, kindly provide the details of your issue via email at bankapp.co.id or through direct message on instagram , twitter , , or . if everything is resolved satisfactorily, we would appreciate a -star rating from bank friends. thank you~belin",0 days 00:37:00,0.1066986
3935,the number of likes for this review is 0. the version of the app is 33.0. 👍👍👍👍👍,4,0,33.0,"it took 14 days 22:59:00 for the developer to reply to a user's review. thank you for using the bankapp app, and remember to explore other exciting features that simplify your transactions. thanks~arum",14 days 22:59:00,3.9340632
3936,the number of likes for this review is 0. the version of the app is 33.0. it is very difficult to register,1,0,33.0,"it took 1 days 00:09:00 for the developer to reply to a user's review. hello bank customer, sorry for the issues you have encountered. usually, you can register using the bankapp network. for further assistance, kindly provide the specifics of your problem via whatsapp at or email us at bankapp.co.id. if everything goes smoothly, we would appreciate a -star rating. thanks, dio.",1 days 00:09:00,0.6552614
3937,the number of likes for this review is 0. the version of the app is 33.0. bintang mau req susah bgt jaringan bagus bgt malah gk bisa pas mau rekam aplikasi bngst gagal terus mau verifikasi video bukan mempermudah malah mempersulit gk kya octo mobile gampang bgt daftar nya inilah kenapa gw mles make bank,0,0,33.0,"it took 1 days 16:09:00 for the developer to reply to a user's review. hello friend bank, sorry for any inconvenience caused. to investigate, please email an image of the response received to bankapp.co.id. if you have not encountered any issues, we would appreciate a -star rating from you. thanks~ulfa",1 days 16:09:00,0.076518364
3938,the number of likes for this review is 0. the version of the app is 33.0. very good,4,0,33.0,it took 1 days 22:59:00 for the developer to reply to a user's review. thank you for utilizing the bankapp app and make sure to explore other exciting features that simplify transactions for bank friends. thanks~najwa,1 days 22:59:00,3.9159338
3939,the number of likes for this review is 0. the version of the app is 33.0. bagus dan mudah,4,0,33.0,"it took 0 days 00:31:00 for the developer to reply to a user's review. we appreciate you using the bankapp app. be sure to explore our other exciting features that simplify transactions for bank friends. thanks, winky!",0 days 00:31:00,3.9810505
3940,the number of likes for this review is 0. the version of the app is 33.0. pleasant,4,0,33.0,"it took 0 days 07:49:00 for the developer to reply to a user's review. we appreciate your use of the bankapp app. remember to explore other exciting features for smooth transactions. thanks, galih.",0 days 07:49:00,3.8536022
3941,the number of likes for this review is 0. the version of the app is 33.0. sangat membantu dalam bertransaksi 👍👍👍,4,0,33.0,"it took 0 days 00:11:00 for the developer to reply to a user's review. hello friend bank, we appreciate your feedback. this will help us improve the bankapp app to enhance customer satisfaction and ease of use. thanks~erza",0 days 00:11:00,3.9542038
3942,the number of likes for this review is 0. the version of the app is 33.0. pleasant.,4,0,33.0,it took 0 days 01:10:00 for the developer to reply to a user's review. we appreciate you using the bankapp app. be sure to try out other exciting features that help bank friends with their transactions. thanks ~ rida,0 days 01:10:00,3.933495
3943,the number of likes for this review is 0. the version of the app is 33.0. very good,4,0,33.0,"it took 15 days 20:31:00 for the developer to reply to a user's review. hello sobat bank, we appreciate your feedback. keep boosting your banking transactions through the bankapp app. thanks~shima",15 days 20:31:00,3.9159338
3944,the number of likes for this review is 0. the version of the app is 32.0. excellent and user-friendly.,4,0,32.0,"it took 0 days 02:21:00 for the developer to reply to a user's review. thank you for the feedback. we hope the bankapp app improves your transaction experience. thanks, oscar.",0 days 02:21:00,3.987527
3945,the number of likes for this review is 0. the version of the app is 33.0. aman dan mudah tentunya,4,0,33.0,it took 0 days 01:39:00 for the developer to reply to a user's review. we appreciate your use of the bankapp app. remember to try out other exciting features that simplify transactions for bank friends. thanks~winky,0 days 01:39:00,3.9346054
3946,the number of likes for this review is 0. the version of the app is 33.0. nice,4,0,33.0,"it took 11 days 03:43:00 for the developer to reply to a user's review. hello bank friend, thank you for utilizing bankapp. let us simplify and streamline your everyday transactions. regards, lena",11 days 03:43:00,3.965505
3947,the number of likes for this review is 0. the version of the app is 32.0. makasih,4,0,32.0,it took 0 days 16:47:00 for the developer to reply to a user's review. thank you for using the bankapp app. remember to explore other exciting features that simplify transactions for bank friends. thanks~winky,0 days 16:47:00,3.9198356
3948,the number of likes for this review is 0. the version of the app is 33.0. transactions are easier,4,0,33.0,"it took 0 days 00:26:00 for the developer to reply to a user's review. hello bank, thank you for using the bankapp app, and do not forget to explore other exciting features that simplify transactions. thanks~sora",0 days 00:26:00,3.87002
3949,the number of likes for this review is 0. the version of the app is 33.0. very good,4,0,33.0,"it took 0 days 01:21:00 for the developer to reply to a user's review. hello bank friends, we are grateful for your feedback; keep boosting your banking transactions with the bankapp app. thanks~mia",0 days 01:21:00,3.8479815
3950,the number of likes for this review is 0. the version of the app is nan. sangat bermanfaat. semoga di pertahankan kedepannya 🙏🙏,4,0,,"it took 0 days 19:55:00 for the developer to reply to a user's review. we appreciate you using the bankapp app, and remember to try out the other exciting features that simplify transactions. thanks~banu",0 days 19:55:00,3.6339192
3951,the number of likes for this review is 0. the version of the app is 32.0. mntaap,4,0,32.0,"it took 3 days 17:26:00 for the developer to reply to a user's review. we appreciate you using the bankapp app. kindly explore other fascinating features that simplify your transactions. thanks, mawar.",3 days 17:26:00,3.9285293
3952,the number of likes for this review is 0. the version of the app is 33.0. simplify the process.,4,0,33.0,"it took 0 days 00:29:00 for the developer to reply to a user's review. hello friend bank, i appreciate the review. i hope the bankapp app simplifies transactions. thanks~una",0 days 00:29:00,3.955607
