Unnamed: 0,review,score,thumbsUpCount,reviewCreatedVersion,replyContent,timeToReply,deberta_replyContent_pred
5804,the number of likes for this review is 0. the version of the app is 33.0. why is it so simple for others to hack into the bankapp application?,0,0,33.0,"it took 0 days 01:12:00 for the developer to reply to a user's review. dear customer, bank bank is committed to protecting your personal information and ensures that it is not disclosed to any third parties. kindly email the specifics of your issue to bankapp.co.id. if you are satisfied with our service, we would appreciate a -star rating from you. thank you, lena.",0 days 01:12:00,0.3839306
5805,the number of likes for this review is 0. the version of the app is 33.0. make payments easier 🙏😊,4,0,33.0,"it took 0 days 17:33:00 for the developer to reply to a user's review. we appreciate you using the bankapp app and encourage you to explore additional features that simplify transactions. thanks, mawar.",0 days 17:33:00,3.9878254
5806,"the number of likes for this review is 0. the version of the app is nan. while recording a video, you cannot take photos. what would you like to do?",0,0,,"it took 0 days 01:21:00 for the developer to reply to a user's review. we apologize for any issues encountered. for successful face verification, ensure the video quality is clear, evenly lit, and free from obstructions. perform this process periodically and ensure a stable network connection. if everything goes smoothly, we had appreciate a -star rating. thank you, mia.",0 days 01:21:00,0.119992495
5807,the number of likes for this review is 0. the version of the app is nan. is this unusable? ☹️,0,0,,"it took 0 days 02:32:00 for the developer to reply to a user's review. dear bank user, thank you for your feedback. we would like to inform you that the bankapp app network is functioning normally. please try again at regular intervals, ensuring that your internet connection is stable and that you have the latest version of the bankapp app installed. thanks, galih",0 days 02:32:00,2.8799746
5808,the number of likes for this review is 0. the version of the app is 33.0. mantap,4,0,33.0,"it took 0 days 02:33:00 for the developer to reply to a user's review. hello friend bank, thanks for the feedback. i hope the bankapp app simplifies transactions for you. regards, riyo.",0 days 02:33:00,3.950789
5809,the number of likes for this review is 0. the version of the app is 32.0. facilitate transactions.,4,0,32.0,"it took 0 days 00:48:00 for the developer to reply to a user's review. we appreciate you using the bankapp app. remember to explore additional features that simplify transactions for bank friends. thanks, una.",0 days 00:48:00,3.9987547
5810,the number of likes for this review is 0. the version of the app is 32.0. the application is so bad that it always prompts you to open or close it every time you try to use it.,0,0,32.0,"it took 1 days 00::00 for the developer to reply to a user's review. dear bank friend, we would like to inform you that the bankapp application network is functioning normally. kindly try again at intervals, ensure a stable internet connection, and confirm that you are using the latest version of the bankapp app. if everything works well for you, we would appreciate a -star rating. thank you, belin.",1 days 00::00,0.30545884
5811,the number of likes for this review is 0. the version of the app is 33.0. terimakasih aplikasi ini banyak membantu saya,4,0,33.0,"it took 0 days 12:41:00 for the developer to reply to a user's review. thank you for your feedback, friend bank. we hope the bankapp application simplifies your transactions. thanks, arthur.",0 days 12:41:00,3.9684138
5812,the number of likes for this review is 0. the version of the app is 33.0. functional,4,0,33.0,"it took 0 days 00:16:00 for the developer to reply to a user's review. we appreciate your feedback; please keep enhancing your banking experience with the bankapp app. thanks, uswah.",0 days 00:16:00,3.954413
5813,the number of likes for this review is 0. the version of the app is 33.0. mantap,4,0,33.0,"it took 0 days 00:29:00 for the developer to reply to a user's review. hello friend bank, i appreciate the feedback. i hope the bankapp app will simplify transactions. thanks~una",0 days 00:29:00,3.9693134
5814,the number of likes for this review is 0. the version of the app is 33.0. enjoyable,3,0,33.0,"it took 0 days 05:09:00 for the developer to reply to a user's review. dear friend bank, thanks for your feedback. we hope the bankapp app simplifies your transactions. best, belin",0 days 05:09:00,3.9777923
5815,"the number of likes for this review is 0. the version of the app is 33.0. efficient, secure, and reliable.",4,0,33.0,"it took 3 days 06:36:00 for the developer to reply to a user's review. hello bank friend, we appreciate your feedback. we hope the bankapp app simplifies your transactions. thanks, mia",3 days 06:36:00,3.9998128
5816,the number of likes for this review is 0. the version of the app is nan. bankapp recording keeps failing,0,0,,"it took 0 days 16:19:00 for the developer to reply to a user's review. hello bank friend, ensure the video quality is just right - not overly bankght, not against the light, and not too dim. if issues persist, kindly send the problem details through whatsapp bank at or email bankapp.co.id. if everything is fine, we hope for a -star rating from you. thank you~shima.",0 days 16:19:00,0.10233733
5817,"the number of likes for this review is 0. the version of the app is 33.0. the registration process is very difficult instead of being easier. even after weeks, it is been unsuccessful despite all the correct data. you can try besbagus or besbaguskk.",0,0,33.0,"it took 1 days 00:57:00 for the developer to reply to a user's review. hello friend bank, sorry for the issues you have encountered. the bankapp network typically functions for registration. to proceed, please provide the specifics of the problem through whatsapp at or email at bankapp.co.id. if everything has been smooth, we hope for a -star rating from your bank friend. thanks, dio.",1 days 00:57:00,0.15227123
5818,the number of likes for this review is 0. the version of the app is 33.0. very easy for transactions,4,0,33.0,"it took 0 days 03:27:00 for the developer to reply to a user's review. we appreciate you using the bankapp app and encourage you to explore other convenient features for smoother transactions. thanks, mawar.",0 days 03:27:00,4.008124
5819,the number of likes for this review is 0. the version of the app is 32.0. pleasant.,4,0,32.0,"it took 0 days 00:53:00 for the developer to reply to a user's review. hello, bank team. i appreciate your feedback. i hope the bankapp app simplifies transactions. thanks, riyo.",0 days 00:53:00,3.9557748
5820,the number of likes for this review is 0. the version of the app is 33.0. mantab,4,0,33.0,"it took 0 days 14:40:00 for the developer to reply to a user's review. hello bank friend, we appreciate your feedback. we hope the bankapp app facilitates your transactions. thanks, debi",0 days 14:40:00,3.938843
5821,the number of likes for this review is 0. the version of the app is 33.0. how can i access the bankapp app if i cannot remember my password?,0,0,33.0,"it took 1 days 14:54:00 for the developer to reply to a user's review. hello bank buddy, we kindly ask that you provide full information through whatsapp at or via email at bankapp.co.id for verification and further action. if everything is in order, we hope to receive a -star rating from your friend. thanks, una",1 days 14:54:00,0.19623798
