Unnamed: 0,review,score,thumbsUpCount,reviewCreatedVersion,replyContent,timeToReply,roberta_review_pred
5530,the number of likes for this review is 0. the version of the app is 33.0. krennn,4,0,33.0,it took 0 days 06:56:00 for the developer to reply to a user's review. i appreciate your feedback. i trust the bankapp app will simplify your transactions. thanks~ulfa,0 days 06:56:00,3.7345417
5531,the number of likes for this review is 0. the version of the app is 33.0. 👍,4,0,33.0,"it took 0 days 00:31:00 for the developer to reply to a user's review. hello bank friend, thanks for the feedback. we hope that the bankapp app simplifies your transactions. thanks, mia.",0 days 00:31:00,3.9273205
5532,"the number of likes for this review is 0. the version of the app is 33.0. suddenly the bankapp to blbagusir. to open the facility, i forgot the password, it does not appear.how is this? uda re-download many times still no results. please fix it. for workers.difficult time to go to the bank office. want simple even complicated.",1,0,33.0,"it took 0 days 00:08:00 for the developer to reply to a user's review. hello bank friend, sorry for the issues you have encountered. for further assistance, kindly send the problem details through whatsapp at or email bankapp.co.id. if everything is fine, we would appreciate a -star rating from you. thanks~una",0 days 00:08:00,0.43112192
5533,the number of likes for this review is 0. the version of the app is 33.0. baguse,4,0,33.0,"it took 0 days 06:18:00 for the developer to reply to a user's review. thanks for the feedback. we hope the bankapp app simplifies your transactions. best, asri",0 days 06:18:00,3.7348988
5534,the number of likes for this review is 0. the version of the app is 33.0. it seems cash settlement does not show up.,0,0,33.0,"it took 0 days 00:34:00 for the developer to reply to a user's review. hey bank buddy, if you encounter any issues, please share the response images through whatsapp at or email at bankapp.co.id. the bankapp app has recently been upgraded. we would appreciate a -star review. thanks, tika.",0 days 00:34:00,0.5548009
5535,the number of likes for this review is 0. the version of the app is 33.0. pleasant,4,0,33.0,it took 0 days 01:54:00 for the developer to reply to a user's review. we appreciate you using the bankapp app. remember to explore other exciting features that simplify transactions for bank friends. thanks ~ rida,0 days 01:54:00,3.9680684
5536,the number of likes for this review is 0. the version of the app is 33.0. crot,4,0,33.0,"it took 0 days 04:23:00 for the developer to reply to a user's review. i appreciate your feedback, friend bank. if you encounter any issues, kindly share the details through bank's official whatsapp at or email bankapp.co.id. thanks, rida.",0 days 04:23:00,3.6980789
5537,the number of likes for this review is 0. the version of the app is 33.0. mantap,3,0,33.0,"it took 0 days 01:28:00 for the developer to reply to a user's review. we appreciate you using the bankapp app. if everything went smoothly, we would love a -star rating from our bank friends. thanks, mawar.",0 days 01:28:00,3.9538171
5538,the number of likes for this review is 0. the version of the app is nan. keep enhancing the top-tier service for clients.,4,0,,"it took 0 days 07:31:00 for the developer to reply to a user's review. we appreciate you using the bankapp app. do not miss out on exploring other exciting features that simplify transactions. thanks, lily.",0 days 07:31:00,3.9702039
5539,the number of likes for this review is 0. the version of the app is 33.0. handy and user-friendly.,3,0,33.0,it took 0 days 16:04:00 for the developer to reply to a user's review. we appreciate you using the bankapp app and remind you to check out other exciting features designed to simplify transactions for bank friends. thanks! ~ulfa,0 days 16:04:00,3.9929388
5540,"the number of likes for this review is 0. the version of the app is 32.0. seek proper it expertise. do not pretend, bank is a large bank. the account number is technically accurate but incorrect.",0,0,32.0,"it took 0 days 00:25:00 for the developer to reply to a user's review. dear bank customers, we apologize for any inconvenience. for assistance, please email the problem details to bankapp.co.id or send a direct message on instagram , twitter , , or . if everything is satisfactory, we would appreciate a -star rating. thank you, belin.",0 days 00:25:00,0.43536335
5541,the number of likes for this review is 0. the version of the app is nan. 😘,4,0,,"it took 5 days 08:07:00 for the developer to reply to a user's review. we appreciate you using the bankapp app. be sure to explore its other exciting features for convenient transactions. thanks, oscar.",5 days 08:07:00,1.0974933
5542,"the number of likes for this review is 0. the version of the app is 32.0. praise be to god, it is excellent.",4,0,32.0,"it took 0 days 01:39:00 for the developer to reply to a user's review. hello bank friend, we appreciate your feedback. we hope the bankapp app simplifies your transactions. thanks, mia.",0 days 01:39:00,3.9243095
5543,the number of likes for this review is 0. the version of the app is 23.0. pleasant,4,0,23.0,"it took 13 days 08:15:00 for the developer to reply to a user's review. we appreciate your feedback. we hope the bankapp app simplifies your transactions. thanks, baron.",13 days 08:15:00,3.8133693
5544,"the number of likes for this review is 0. the version of the app is 33.0. it is been days of attempts and it still cannot be done. how is this possible? he said to download because the atm card is running out, but we have just been verifying the data and continuously trying.",0,0,33.0,"it took 0 days 00:42:00 for the developer to reply to a user's review. hello friend bank, we are sorry for any inconvenience caused. if you encounter issues, please send the details through bank's official whatsapp at or email at bankapp.co.id. if bankapp is working well for you, we would appreciate a -star rating. thanks~lily",0 days 00:42:00,0.35495722
5545,"the number of likes for this review is 0. the version of the app is 33.0. until now, i like it, the sending process is not complicated.",4,0,33.0,"it took 14 days 03:37:00 for the developer to reply to a user's review. hello friend bank, we appreciate your feedback. it will help us improve the bankapp app for a better user experience and ease. thanks, erza.",14 days 03:37:00,3.7190444
5546,the number of likes for this review is 0. the version of the app is 32.0. mantapp,4,0,32.0,"it took 0 days 16:33:00 for the developer to reply to a user's review. we appreciate your use of the bankapp app and encourage you to explore its other fascinating features that simplify transactions. regards, mawar",0 days 16:33:00,3.9647474
5547,the number of likes for this review is 0. the version of the app is 25.0. very easy,3,0,25.0,"it took 1 days 18:39:00 for the developer to reply to a user's review. hello bank friend, we appreciate your feedback. we hope the bankapp app simplifies your transactions. if the bankapp app works smoothly for you, we had love it if you rated us stars. thanks~lily",1 days 18:39:00,3.8938904
5548,the number of likes for this review is 0. the version of the app is 32.0. very helpful,4,0,32.0,"it took 1 days 20:05:00 for the developer to reply to a user's review. buddy bank, we appreciate your feedback. we hope the bankapp app simplifies your transactions. thanks, belin.",1 days 20:05:00,3.7919505
